pdbid,pKd,vina,vinardo,hac,buried_sasa_C,buried_sasa_N,buried_sasa_O,buried_sasa_S,buried_sasa_X,buried_sasa_total,buried_unsatisfied_acceptors,buried_unsatisfied_donors,clogp,contact_C_0_2,contact_C_2_4,contact_C_4_6,contact_C_6_8,contact_N_0_2,contact_N_2_4,contact_N_4_6,contact_N_6_8,contact_O_0_2,contact_O_2_4,contact_O_4_6,contact_O_6_8,contact_S_0_2,contact_S_2_4,contact_S_4_6,contact_S_6_8,contact_X_0_2,contact_X_2_4,contact_X_4_6,contact_X_6_8,fraction_csp3,hba,hbd,hbond_count,mw,n_acceptors,n_donors,polar_satisfaction_fraction,ring_count,rotatable_bonds,tpsa,vina_gauss1,vina_gauss2,vina_hbond,vina_hydrophobic,vina_repulsion
2vw5,8.52,-6.13,-4.371,36,412.2650085439688,44.7831631643727,107.75539640815671,0.0,nan,nan,3,1,4.6978000000000035,0,64,525,1226,0,10,56,134,1,29,131,309,0,0,0,0,3,41,166,467,0.5714285714285714,6,4,6,502.65200000000027,6,4,0.6,2,2,131.11,123.0501958257497,2323.535934375006,2.9943378734567094,115.94112212226169,6.119155935603221
4kzq,6.1,-10.804,-7.925,18,353.9634478016422,0.0,68.326625639159,0.0,11.113435063936908,433.40350850473806,2,1,3.0987000000000022,0,70,548,1098,0,0,0,0,2,18,98,214,0,0,0,0,0,3,25,52,0.13333333333333333,3,1,1,240.25799999999998,3,1,0.25,3,1,46.53,124.76959948816196,1559.6701945005407,1.0639193793914354,180.75355802686147,5.891588355203868
4kzu,6.5,-11.345,-8.676,18,333.4981722725242,0.0,40.00228381325992,0.0,81.71068514941031,455.2111412351944,1,0,4.222500000000002,0,71,561,1096,0,0,0,0,2,17,67,160,0,0,0,0,0,2,27,56,0.0,2,0,1,301.13899999999995,2,0,0.5,3,1,30.21,128.22232729153743,1504.5526231281344,1.1547032763543674,196.32521064396482,6.410672380944598
4j21,7.41,-11.666,-8.537,20,306.2392905520086,25.568546250823648,45.64096425905442,0.0,87.99267523128302,465.4414762931697,0,1,3.7391200000000016,0,61,495,1101,0,10,52,117,1,9,44,75,0,0,0,0,1,21,93,224,0.0625,2,2,2,284.746,1,2,0.6666666666666666,3,1,58.879999999999995,122.93974786502129,1684.1817067480222,1.9016330341711483,182.84260589972203,6.845271521461274
4j3l,7.8,-10.746,-7.756,26,356.041877350485,13.172450273953656,59.38327626540231,0.0,80.593465361443,509.1910692512839,2,1,3.533120000000001,0,68,548,1261,0,12,48,117,2,10,59,143,0,0,0,0,1,21,90,173,0.2,3,2,2,370.836,3,2,0.4,3,5,71.19,135.08510588891068,1876.4778601293503,2.482656132326422,201.4835870473227,9.644373346550646
3kr8,8.1,-10.584,-7.736,21,273.2095485145219,15.297215848593236,35.50357584675399,51.08941114793396,100.55823757051523,475.6579889283184,3,0,3.657300000000002,0,55,513,1020,0,16,60,171,2,10,43,68,0,6,39,75,2,19,131,238,0.2857142857142857,4,1,2,312.31600000000003,4,1,0.4,3,1,46.010000000000005,138.25373630850413,1802.2938501925419,2.1628477570736013,174.3038793861228,8.212334657460497
2ymd,3.16,-6.857,-6.33,13,241.36941563621403,44.74896014883722,35.89472724278746,0.0,48.80019557899782,370.8132986068365,0,0,1.3747,0,46,379,698,0,22,61,142,1,11,40,64,0,0,0,0,5,51,124,279,0.2,2,3,5,176.21899999999997,2,3,1.0,2,2,62.03999999999999,115.93321120665617,1329.3508933136359,4.7794725195580945,115.92604082755602,8.613600079518868
2wnc,6.32,-7.289,-4.328,21,405.8386887700848,9.866574609259686,19.42053849221099,0.0,12.691465186232694,447.8172670577881,3,1,2.9499000000000013,0,59,371,962,0,2,67,104,0,6,34,121,0,0,0,0,0,7,24,57,0.47058823529411764,3,1,0,284.359,3,1,0.0,4,2,45.33,100.96347229943356,1344.8137934586907,0.0,141.02085080083015,4.8993087739014065
2xys,7.42,-8.528,-4.473,25,354.82795068177535,7.656071611922859,40.78910134854524,0.0,nan,nan,3,0,2.0925,0,47,398,1141,0,4,46,128,0,7,48,117,0,0,0,0,0,20,98,250,0.5714285714285714,3,0,0,334.4190000000001,3,0,0.0,7,0,32.78,110.33196320758668,1718.1111424353776,0.0,125.14255501524241,6.046179208688236
2wn9,8.52,-7.022,-5.745,22,386.2702229763389,32.527975435058025,35.004085348235954,0.0,14.634129205843257,468.43641296547617,3,0,3.4623000000000017,0,45,374,875,0,12,50,123,0,11,40,98,0,0,0,0,1,10,19,40,0.2222222222222222,4,1,2,294.3539999999999,4,1,0.4,3,3,54.71,97.86849258354312,1239.0268891178932,1.554569739286018,127.37557247209945,3.928928196607101
2x00,11.33,-8.837,-7.169,37,544.1529137408594,1.0894712158066482,66.56946420519063,0.0,47.99700688024933,659.8088560421061,5,1,6.506800000000008,0,61,645,1556,0,2,26,56,0,8,74,189,0,0,0,0,0,10,77,191,0.75,5,1,0,509.73100000000045,5,1,0.0,5,1,68.12,135.23558070061375,2169.0851417927856,0.0,198.69381928882464,3.7490175503138214
3ozt,4.13,-10.096,-7.892,31,339.80660878850114,8.639815429235846,230.59170728141487,0.0,49.36769481732505,628.4058263164768,6,0,-0.22689999999999966,0,96,621,1089,0,15,86,155,3,58,254,512,0,0,0,0,3,52,156,302,0.2631578947368421,9,5,8,433.3730000000001,9,5,0.5714285714285714,3,6,184.39000000000001,197.7609732987474,2406.502573965363,5.933382324226665,175.9667097608994,12.561629112214638
3ozs,5.33,-9.505,-7.228,33,275.55462928706197,28.48507830641249,195.00261064534394,0.0,153.20950203197484,652.2518202707929,7,0,0.8267000000000002,0,88,592,1026,0,20,126,220,1,49,232,429,0,0,0,0,4,72,285,530,0.3333333333333333,9,5,7,474.3480000000001,9,5,0.5,3,6,180.21,190.2732264127148,2620.452210695728,5.58040123475364,185.82099936961149,12.841005066062785
3oe5,6.88,-9.277,-7.492,31,351.43009023860174,33.394966348395336,191.42253830304355,26.2911100193078,39.33326669640307,641.8719716057515,5,0,0.9259999999999995,0,98,635,1100,1,18,83,170,1,51,221,439,0,9,24,61,4,51,179,299,0.2631578947368421,10,5,10,449.4410000000001,10,5,0.6666666666666666,3,7,175.28000000000003,206.3907310548285,2446.043867840454,7.468395325716032,178.8178135586372,14.977098261955156
3oe4,7.47,-9.565,-7.068,33,337.00997514881635,71.63709630017082,194.87421139190516,0.0,38.29429378587725,641.8155766267696,7,0,-0.2488999999999995,0,98,617,1084,1,40,194,354,1,50,223,436,0,0,0,0,4,51,172,296,0.2631578947368421,11,5,9,458.38700000000017,11,5,0.5625,4,6,205.99,209.6002130146149,2581.9535125870325,7.306946645157848,172.71794105974007,17.159070385944627
3nw9,9.0,-10.889,-8.474,38,456.66612881062014,56.21237447395625,130.1993403469929,0.0,51.051392477279016,694.1292361088481,5,1,1.9574199999999997,0,110,774,1450,0,39,175,330,1,45,194,365,0,0,0,0,4,54,175,336,0.23076923076923078,9,5,8,521.5050000000002,9,5,0.5714285714285714,5,6,162.85000000000002,231.6276187694328,2904.7422326938395,7.317519868106782,213.70132641833953,18.306184236592955
3ao4,2.07,-6.229,-3.35,16,286.99769193413306,45.68012036286338,35.81636508951587,0.0,18.81672355490502,387.31090094141734,1,0,1.3979999999999997,0,49,379,728,0,9,70,160,0,19,87,141,0,0,0,0,0,10,55,98,0.18181818181818182,4,1,3,217.228,3,1,0.75,3,1,62.3,104.94730578033398,1305.1336601646135,1.079094734577485,117.57551197116456,6.756785434113015
3zt2,2.84,-9.105,-6.922,23,334.6957366937188,0.0,86.84309511178394,0.0,16.073504597111732,437.6123364026145,2,1,2.779300000000002,0,52,433,1085,0,0,0,0,2,38,123,208,0,0,0,0,2,8,26,28,0.1111111111111111,4,1,3,308.289,5,1,0.5,4,2,72.83000000000001,111.37995593913955,1479.9111208691127,2.5710853803181135,123.58172820201162,7.219753158127848
3zsx,3.28,-7.212,-5.646,34,415.99241826799494,2.7387919471503217,77.8939386028288,0.0,6.323716632815565,502.94886545078964,3,0,2.897000000000001,0,60,499,1196,0,3,25,71,2,30,109,215,0,0,0,0,1,4,17,32,0.18518518518518517,6,1,4,457.5060000000003,6,1,0.5714285714285714,4,10,90.93,123.57731225737719,1672.0897136007018,3.4488353017640785,133.08526699458838,6.0982201713041135
4cig,3.67,-7.469,-6.002,37,434.0885760534678,1.8017523688024046,53.97281260719238,0.0,11.337046721270532,501.2001877507331,3,1,5.117200000000005,0,72,535,1234,0,3,26,58,2,27,110,229,0,0,0,0,2,14,37,53,0.2,5,2,4,498.57900000000024,6,2,0.5,4,10,88.10000000000001,139.2645051266716,1764.8277366866644,3.5030405139569494,150.01787473188867,7.270968675116788
3n7a,3.7,-6.985,-6.542,12,120.83965893994535,0.0,168.11829077984186,0.0,42.539532402577144,331.4974821223643,1,1,-1.5162000000000002,0,43,279,550,0,0,0,0,5,55,189,358,0,0,0,0,3,45,147,296,0.5714285714285714,4,4,7,174.152,5,4,0.7777777777777778,1,1,97.99000000000001,106.94371527199993,1396.4130020862885,7.53224952904845,60.61622682078092,9.304279620502886
3n86,5.64,-10.499,-8.909,23,316.11297940626696,5.835468654622529,196.9913003295851,0.0,36.140592456032294,555.0803408465069,1,3,0.4810999999999997,0,89,657,1257,0,4,32,85,5,68,226,442,0,0,0,0,2,35,141,309,0.3125,5,4,6,319.31300000000016,6,4,0.6,2,5,123.92999999999999,179.26746637156688,2404.3895170248484,7.247137283759024,167.16333763456598,12.486041251209102
3n76,6.85,-8.799,-7.806,22,314.0411042669079,0.0,168.76186391111722,0.0,30.403802775006596,513.2067709530317,2,2,0.7930999999999984,0,80,608,1032,0,0,0,0,5,58,207,404,0,0,0,0,3,36,135,259,0.5625,5,4,6,310.34599999999995,6,4,0.6,2,6,107.22000000000001,164.25215726846133,1999.4786795588138,6.533753522080801,162.9427564110892,13.32814049833847
2xb8,7.59,-8.653,-6.183,22,256.50667707978806,0.0,178.66873235803075,0.0,42.03851305849493,477.2139224963138,2,2,-0.6358000000000001,0,63,529,1029,0,0,0,0,4,63,236,478,0,0,0,0,5,44,129,275,0.4666666666666667,6,4,7,310.302,7,4,0.6363636363636364,2,4,124.29000000000002,146.45173311011123,2050.8004103248463,6.328932545020928,138.21223604190453,14.989571520335042
4bkt,3.62,-5.795,-5.127,19,200.88426809402247,40.07672793378935,72.23657736949058,0.0,22.489803780043193,335.6873771773455,3,0,-0.7666799999999994,0,44,267,510,0,13,70,125,1,25,78,194,0,0,0,0,2,16,58,102,0.5833333333333334,5,2,4,267.28499999999997,5,2,0.5714285714285714,2,3,95.67,93.12011941863375,1070.869252188711,3.8366341040774117,95.34118098391758,5.094591753094807
4w9c,4.65,-7.089,-5.965,28,324.43031279083016,27.47871564580586,70.7858501603639,0.0,19.17902478625013,441.8739033832502,3,0,2.3558000000000003,0,52,420,889,0,9,71,131,1,22,87,199,0,0,0,0,2,18,57,98,0.47619047619047616,5,2,4,385.4640000000001,5,2,0.5714285714285714,3,5,95.67,112.28669417674078,1491.0019720863352,3.879102084381556,144.05416977899284,6.580079695491655
4w9l,5.02,-7.932,-6.612,41,430.6605026209344,22.779181817797024,107.48904061611513,43.49395764506992,23.453961408678417,627.8766441085947,3,1,2.778220000000003,0,69,594,1264,0,9,122,196,1,31,95,230,0,2,31,58,2,22,98,153,0.5666666666666667,7,4,6,585.7710000000001,6,4,0.6,3,8,140.73000000000002,158.78962016887428,2166.560422046749,4.9970206519692395,192.21705657350472,9.732138888854012
4w9i,5.96,-7.985,-6.311,33,354.3862323857136,22.49959020341696,91.19593714819658,43.815323525980716,17.320764475784934,529.2178477390927,4,1,0.678220000000002,0,55,468,1115,0,8,93,169,1,22,86,210,0,4,28,61,1,18,68,111,0.4782608695652174,7,3,4,472.5670000000002,6,3,0.4444444444444444,4,5,123.07000000000001,131.17754590590334,1839.7086785314802,4.3023948452805705,161.13005604291774,7.220495952415324
4w9h,6.73,-8.018,-6.099,33,397.9936582180428,22.847406225979096,87.08178607277843,44.49541921351845,17.487802038215076,569.9060717685339,3,1,2.24732,0,66,489,1157,0,12,94,182,1,26,86,208,0,4,29,61,2,21,68,134,0.5,6,3,4,472.61100000000016,5,3,0.5,3,6,111.63000000000001,147.6216288108838,1912.4351400319154,4.326596730152493,177.78233594060842,9.996945790653676
3nq9,4.03,-2.711,-2.341,10,236.44818780656095,0.0,57.84026922367651,0.0,16.35837985919848,310.6468368894358,2,1,2.4314999999999998,0,10,130,397,0,0,0,0,0,4,38,93,0,0,0,0,0,4,20,41,0.875,1,1,0,144.214,2,1,0.0,0,6,37.3,26.24134664079027,544.5389633451247,0.0,46.16117145335786,0.6772163735798462
3ueu,5.24,-4.596,-3.947,14,383.62494836034426,0.0,47.86292686789724,0.0,5.980176539935887,437.4680517681773,2,1,3.991900000000004,0,22,218,746,0,0,0,0,0,2,25,105,0,0,0,0,0,4,13,70,0.9166666666666666,1,1,0,200.32199999999995,2,1,0.0,0,10,37.3,49.929663903237,888.3204930315021,0.0,100.91075967924033,2.009593445537452
3uex,6.92,-5.222,-4.761,20,510.51754621044887,0.0,35.160574573118375,0.0,13.216443284060626,558.8945640676277,2,0,6.332500000000008,0,30,330,1033,0,0,0,0,0,5,25,60,0,0,0,0,1,10,11,37,0.9444444444444444,1,1,1,284.4839999999999,2,1,0.3333333333333333,0,16,37.3,76.13704915086802,1148.6792692412926,0.0,139.94352892291863,2.439188816738473
3lka,2.82,-5.267,-3.915,12,206.01559165353868,26.900261185734635,82.99551269771018,0.9905085684201852,16.581311232337466,333.4831853377412,3,0,0.3426000000000003,0,27,266,493,0,2,34,45,1,19,84,189,0,2,38,46,0,10,53,107,0.14285714285714285,3,1,2,187.22,4,1,0.4,1,2,69.39,69.32562477144913,1045.6353250763495,1.1023805924350785,78.20196276420324,3.0494798810284647
3ehy,5.85,-5.384,-3.95,17,246.2227344871581,5.06071257957938,129.86687944517143,1.502247203484951,18.475773528385343,401.1283472437792,3,2,0.44659999999999983,0,37,347,623,0,0,23,56,2,38,135,286,0,2,33,46,4,11,42,112,0.3,4,2,3,259.283,6,2,0.375,1,5,92.7,97.2108039658575,1309.9826659314363,1.6301703006930288,88.51976230706173,9.823916447744544
3tsk,7.17,-7.817,-6.115,40,496.76316037085104,29.18530236752133,90.6776432042902,35.40688108512117,26.305559295917895,678.3385463237018,4,3,2.5999000000000003,0,77,809,1561,0,6,74,112,2,17,80,184,0,6,34,77,0,18,93,167,0.27586206896551724,6,5,4,564.6640000000003,6,5,0.36363636363636365,3,15,181.68,165.24273956616253,2439.905892232427,1.5779733282480732,213.58679687589174,6.638774333460606
3nx7,8.1,-6.214,-4.5,20,231.17704965988818,10.359248823771768,137.59958719304774,0.9510619617514824,20.744501422762767,400.831449061222,4,1,-0.8164,0,34,347,643,0,7,60,94,1,37,145,338,0,3,31,48,3,19,55,133,0.36363636363636365,6,3,5,304.324,7,3,0.5,1,7,116.17000000000002,94.95980481477879,1459.168993760067,3.4368749913787613,81.57739047630943,8.12682207642811
4gr0,9.55,-10.4,-8.286,44,462.34827956496395,33.479422412608955,145.2343290463004,0.0,141.61424141566923,782.6762724395423,4,1,4.673800000000004,0,96,917,1682,0,12,102,181,3,42,151,280,0,0,0,0,1,30,156,302,0.22580645161290322,6,4,6,701.942,7,4,0.5454545454545454,4,12,164.62,209.13873361544404,2887.806278509482,3.649975877478104,248.82682910341924,11.993797384536624
3dxg,2.4,-4.387,-2.54,21,109.54017769695872,10.203343050097649,130.35378022940245,0.0,41.815092712535574,291.91239368899437,7,4,-2.7348999999999988,0,16,211,471,0,8,72,100,0,23,135,381,0,0,0,0,2,15,91,215,0.5555555555555556,7,5,3,324.182,9,5,0.21428571428571427,2,4,171.31,54.08416607331401,1274.3155394441123,1.5328605586050985,37.055610137914286,3.421175522074325
3d6q,3.76,-4.855,-3.142,22,120.49278249153838,11.404771052706,128.553802668757,0.0,24.122773154632753,284.5741293676341,4,1,-1.3582999999999985,0,19,220,571,0,9,74,139,0,32,125,250,0,0,0,0,2,21,73,167,0.7142857142857143,6,3,4,311.3380000000001,6,3,0.4444444444444444,3,3,107.78999999999999,57.06672656660335,1245.266611427606,2.1093998712828577,37.35228627999298,3.8286581157528747
1w4o,5.22,-5.458,-4.755,21,105.15618167988319,10.481507357898067,190.7278017985294,0.0,52.96339402427832,359.32888486058897,4,2,-2.7348999999999988,0,17,227,461,0,8,71,99,3,53,209,437,0,0,0,0,3,36,143,262,0.5555555555555556,7,5,8,324.182,9,5,0.5714285714285714,2,4,171.31,89.24031019914462,1436.2870887896906,6.175581402484476,41.418456060806434,9.594841495015626
1o0h,5.92,-6.205,-4.617,27,125.66983919172839,79.60949857427067,166.53960935831816,0.0,42.16009230402953,413.9790394283468,6,4,-1.7460000000000007,0,34,205,454,0,34,137,257,2,54,186,387,0,0,0,0,1,54,213,336,0.5,11,6,9,427.20300000000015,13,6,0.47368421052631576,3,6,232.60000000000002,123.9956555204337,1690.223097087867,7.3897726846548695,47.70646148876145,9.459788292489883
1u1b,7.8,-6.888,-4.244,51,257.0842999612856,91.22254941282809,231.3256428467541,0.0,42.45585715864584,622.0883493795137,17,5,-3.2446799999999936,0,36,409,963,0,36,189,354,1,54,287,697,0,0,0,0,2,43,198,378,0.55,20,7,8,809.3610000000002,23,7,0.26666666666666666,5,14,404.6400000000001,137.6173859564653,2669.7369934350018,4.811833263790321,85.69351760441616,6.852607509555256
